node,split,raw_target_tokens,raw_neighbor_tokens,trimmed_neighbor_raw_tokens,node_summary_tokens,metapath_summary_tokens,final_prompt_tokens,num_neighbors_full,num_neighbors_trimmed,num_metapaths,K,M,B_node,B_meta,target_truncated
11033,train,44,461590,5210,1167,528,782,4570,48,12,2,4,10,10,False
11034,train,40,670349,3743,929,463,711,5897,48,12,2,4,10,10,False
11043,train,34,572468,8635,1373,454,698,5183,48,12,2,4,10,10,False
11063,train,133,1041137,9748,1449,501,844,11557,48,12,2,4,10,10,False
11065,train,306,332497,11701,1205,337,821,3380,32,12,2,4,10,10,False
11069,train,107,1232705,8463,1525,441,755,14276,48,12,2,4,10,10,False
11106,train,32,1651276,3247,926,406,648,18230,48,12,2,4,10,10,False
11115,train,33,1202804,1667,851,473,713,12620,48,12,2,4,10,10,False
11122,train,31,1551804,2110,774,270,507,17263,48,12,2,4,10,10,False
11140,train,149,201240,25219,1799,508,860,459,41,12,2,4,10,10,False
11158,train,41,714297,3665,1031,372,619,6379,48,12,2,4,10,10,False
11184,train,374,878906,21635,1952,577,1161,7068,44,12,2,4,10,10,False
11218,train,31,1518713,2722,942,446,680,16996,48,12,2,4,10,10,False
11229,train,28,698289,5575,1235,445,678,7879,48,12,2,4,10,10,False
11235,train,29,1116947,2589,900,524,761,12249,48,12,2,4,10,10,False
11281,train,120,438292,11979,1634,474,801,3990,48,12,2,4,10,10,False
11283,train,24,836035,1661,774,455,687,9315,48,12,2,4,10,10,False
11288,train,34,912705,3073,998,470,714,9772,48,12,2,4,10,10,False
11311,train,593,749900,13774,1276,365,1138,4524,32,12,2,4,10,10,False
11337,train,25,1019662,2943,944,412,649,10607,48,12,2,4,10,10,False
11368,train,34,2262863,2779,975,474,718,25958,48,12,2,4,10,10,False
11408,train,46,842579,3052,982,428,684,9372,48,12,2,4,10,10,False
11415,train,44,878498,2762,933,418,672,9901,48,12,2,4,10,10,False
11426,train,41,407308,8302,1501,437,686,3296,48,12,2,4,10,10,False
11427,train,214,1152247,11800,1386,404,827,11573,48,12,2,4,10,10,False
11474,train,24,1644117,2766,1068,528,759,19375,48,12,2,4,10,10,False
11545,train,72,305819,3406,848,286,565,3806,48,12,2,4,10,10,False
11610,train,32,1394740,2896,936,376,616,15057,48,12,2,4,10,10,False
11621,train,43,1537696,5783,1347,498,750,16480,48,12,2,4,10,10,False
11677,train,33,1681201,6440,1515,508,747,17463,48,12,2,4,10,10,False
11750,train,29,751807,5555,1010,508,744,8098,48,12,2,4,10,10,False
11808,train,121,1521365,9237,1505,429,757,15941,48,12,2,4,10,10,False
11890,train,30,1176509,1689,907,495,731,10885,48,12,2,4,10,10,False
11897,train,421,1174633,17385,2103,579,1209,12073,48,12,2,4,10,10,False
11962,train,27,1353971,3259,992,360,594,14331,48,12,2,4,10,10,False
11987,train,128,977179,21062,1947,622,959,8491,48,12,2,4,10,10,False
12032,train,150,2678129,11050,1869,593,952,31034,48,12,2,4,10,10,False
12047,train,25,3334509,1964,846,520,753,39298,48,12,2,4,10,10,False
12092,train,113,3324186,6798,1648,460,780,39308,48,12,2,4,10,10,False
12136,train,35,3151417,2299,967,425,669,35271,48,12,2,4,10,10,False
12199,train,24,2890211,2965,1044,462,694,33008,48,12,2,4,10,10,False
12217,train,96,3264957,6095,1441,556,862,38571,48,12,2,4,10,10,False
12272,train,29,1157148,2178,918,476,713,12623,48,12,2,4,10,10,False
12286,train,61,696140,3346,984,425,697,5974,48,12,2,4,10,10,False
12306,train,23,990366,2619,899,328,561,9905,48,12,2,4,10,10,False
12334,train,348,460738,18125,2022,586,1143,4394,48,12,2,4,10,10,False
12335,train,23,602735,2229,871,310,540,6396,48,12,2,4,10,10,False
12340,train,32,929265,2927,1026,444,682,9641,48,12,2,4,10,10,False
12354,train,44,1119591,4064,1394,503,757,12700,48,12,2,4,10,10,False
12374,train,51,1140676,5014,1379,444,698,12409,48,12,2,4,10,10,False
12499,train,45,1729654,3222,1136,329,582,20012,48,12,2,4,10,10,False
12534,train,344,1233003,27648,2184,536,1094,12238,48,12,2,4,10,10,False
12605,train,9,2202557,1848,872,336,552,24991,48,12,2,4,10,10,False
12617,train,37,2461190,2371,952,485,732,29065,48,12,2,4,10,10,False
12715,train,30,1794925,2093,1010,464,704,21142,48,12,2,4,10,10,False
12804,train,40,1518672,3055,872,433,681,16535,48,12,2,4,10,10,False
12818,train,175,1113261,15374,1875,494,880,8189,48,12,2,4,10,10,False
12859,train,102,711265,16243,1912,581,891,3587,48,12,2,4,10,10,False
12901,train,600,1229102,23238,2261,605,1416,7416,46,12,2,4,10,10,False
12905,train,73,537857,8279,1442,414,697,2573,48,12,2,4,10,10,False
12923,train,70,489681,6506,1445,557,837,3790,48,12,2,4,10,10,False
12955,train,26,734395,4730,1009,407,641,7625,48,12,2,4,10,10,False
12987,train,34,2085753,3575,1037,421,661,22900,48,12,2,4,10,10,False
13045,train,52,2298364,4879,1138,433,694,26550,48,12,2,4,10,10,False
13056,train,26,1841587,2082,907,434,665,21141,48,12,2,4,10,10,False
13177,train,35,1131078,1752,833,361,604,13707,48,12,2,4,10,10,False
13198,train,203,1512934,26281,2103,640,1050,12802,48,12,2,4,10,10,False
13203,train,351,1160146,26088,2239,632,1193,6712,48,12,2,4,10,10,False
13213,train,258,196647,15222,1795,486,953,1485,48,12,2,4,10,10,False
13219,train,45,1214422,5013,1378,380,633,14409,48,12,2,4,10,10,False
13239,train,49,938750,4329,1070,504,763,10417,48,12,2,4,10,10,False
13255,train,43,1654224,1640,757,467,717,19546,48,12,2,4,10,10,False
13297,train,86,993909,9506,1657,482,775,8940,48,12,2,4,10,10,False
13319,train,30,1986787,1812,818,330,568,22293,48,12,2,4,10,10,False
13332,train,89,1468296,8427,1575,538,836,15493,48,12,2,4,10,10,False
13340,train,27,1899993,2290,918,357,587,19057,48,12,2,4,10,10,False
13375,train,86,1016448,12583,1633,545,841,9085,48,12,2,4,10,10,False
13416,train,32,772544,8569,1487,473,714,5649,48,12,2,4,10,10,False
13425,train,1038,430452,25052,1935,481,1709,1674,41,12,2,4,10,10,True
13434,train,75,902748,4659,1245,472,754,9548,48,12,2,4,10,10,False
13436,train,33,1021797,2326,946,417,659,11904,48,12,2,4,10,10,False
13448,train,60,1770322,4033,1123,504,775,18603,48,12,2,4,10,10,False
13451,train,155,1423249,13289,1624,579,942,14695,48,12,2,4,10,10,False
13467,train,111,1655929,7022,1214,366,683,17560,48,12,2,4,10,10,False
13487,train,521,988858,13935,1822,592,1321,10283,48,12,2,4,10,10,False
13531,train,76,1620573,4861,1311,413,703,17393,48,12,2,4,10,10,False
13699,train,69,2064638,3767,1097,439,717,23195,48,12,2,4,10,10,False
13716,train,61,2045794,4884,1323,386,657,23299,48,12,2,4,10,10,False
13721,train,69,1250847,4101,1087,449,728,13507,48,12,2,4,10,10,False
13730,train,28,1767728,2581,988,474,710,20305,48,12,2,4,10,10,False
13734,train,72,1431835,4833,1216,477,756,15255,48,12,2,4,10,10,False
13737,train,57,599863,5397,1397,533,798,5588,48,12,2,4,10,10,False
13757,train,33,356189,3215,999,490,731,3738,48,12,2,4,10,10,False
13838,train,20,1217092,1626,719,354,581,12778,48,12,2,4,10,10,False
13899,train,808,1294907,20594,2166,622,1645,12042,48,12,2,4,10,10,False
13902,train,387,303136,25984,2123,580,1177,1672,48,12,2,4,10,10,False
13906,train,52,340492,6746,1427,466,725,3127,48,12,2,4,10,10,False
13907,train,42,107761,6536,1354,402,654,876,48,12,2,4,10,10,False
13991,train,52,1630139,9493,1660,545,806,19172,48,12,2,4,10,10,False
14054,train,430,624842,21012,2110,464,1100,3747,48,12,2,4,10,10,False
14091,train,119,751072,6851,1379,384,710,6148,48,12,2,4,10,10,False
14112,train,192,387576,13533,1626,501,899,2788,46,12,2,4,10,10,False
14138,train,45,850272,4092,1175,382,637,8720,48,12,2,4,10,10,False
14188,train,22,1985807,1848,774,370,600,23313,48,12,2,4,10,10,False
14212,train,141,605342,16376,1822,609,962,4653,48,12,2,4,10,10,False
14226,train,46,529579,3690,1123,424,677,4592,48,12,2,4,10,10,False
14235,train,28,1831949,2908,1020,502,737,19379,48,12,2,4,10,10,False
14247,train,33,1819199,4228,1201,405,647,19262,48,12,2,4,10,10,False
14441,train,67,1683130,4739,1324,442,714,19800,48,12,2,4,10,10,False
14447,train,31,1364818,1859,817,457,695,14573,48,12,2,4,10,10,False
14464,train,69,1747935,10895,1564,534,812,18784,48,12,2,4,10,10,False
14493,train,52,2462079,2917,978,324,584,28879,48,12,2,4,10,10,False
14531,train,25,2082174,1598,824,285,519,23734,48,12,2,4,10,10,False
14560,train,28,2512155,2430,946,412,643,29968,48,12,2,4,10,10,False
14596,train,29,2403380,2412,952,446,685,28410,48,12,2,4,10,10,False
14637,train,66,2396575,2933,1056,451,725,28383,48,12,2,4,10,10,False
14646,train,65,2404684,5467,1208,416,691,28325,48,12,2,4,10,10,False
14656,train,25,2748924,2249,885,355,584,31942,48,12,2,4,10,10,False
14674,train,32,2251369,3606,1089,527,767,25514,48,12,2,4,10,10,False
14745,train,25,1778590,1634,835,458,695,20080,48,12,2,4,10,10,False
14809,train,419,1921483,19192,1917,542,1171,21852,48,12,2,4,10,10,False
14840,train,38,817661,1979,859,279,527,9198,48,12,2,4,10,10,False
14905,train,26,2709392,1893,841,487,720,29949,48,12,2,4,10,10,False
14941,train,26,1572722,3354,1038,398,634,18399,48,12,2,4,10,10,False
14961,train,25,1824331,2633,1026,449,684,20654,48,12,2,4,10,10,False
14979,train,50,2204069,4701,1343,527,788,26257,48,12,2,4,10,10,False
14990,train,21,2484033,2298,910,440,671,27938,48,12,2,4,10,10,False
14994,train,35,1616976,5120,1225,430,675,19135,48,12,2,4,10,10,False
15014,train,36,2167373,2882,1037,401,645,25567,48,12,2,4,10,10,False
15064,train,32,1366097,2530,993,525,767,14952,48,12,2,4,10,10,False
15092,train,249,608869,22770,2279,543,1000,3613,48,12,2,4,10,10,False
15109,train,73,1723896,5900,1385,595,880,17271,48,12,2,4,10,10,False
15132,train,26,582581,2450,761,290,524,4992,48,12,2,4,10,10,False
15148,train,113,409099,16258,1658,502,824,2591,48,12,2,4,10,10,False
15184,train,73,699538,17159,1771,573,857,5280,48,12,2,4,10,10,False
15192,train,93,838232,9592,1600,596,899,8955,48,12,2,4,10,10,False
15216,train,64,2365100,3600,1162,522,795,26965,48,12,2,4,10,10,False
15230,train,55,2417997,2637,904,298,562,28604,48,12,2,4,10,10,False
15306,train,159,2649234,11117,1602,512,880,29194,48,12,2,4,10,10,False
15320,train,28,3126361,3399,1001,342,580,36658,48,12,2,4,10,10,False
15336,train,196,2331778,7447,1455,551,955,25410,48,12,2,4,10,10,False
15417,train,28,1915000,2620,1041,356,595,20398,48,12,2,4,10,10,False
15435,train,29,1397932,1668,824,359,597,17013,48,12,2,4,10,10,False
15451,train,32,964459,3629,1082,464,708,11025,48,12,2,4,10,10,False
15531,train,71,1589082,4304,1043,465,746,17648,48,12,2,4,10,10,False
15536,train,36,1334191,1755,726,312,556,14900,48,12,2,4,10,10,False
15563,train,66,847731,13317,1746,462,737,8512,48,12,2,4,10,10,False
15566,train,172,802160,12942,1845,490,869,7633,48,12,2,4,10,10,False
15595,train,879,704143,23286,2169,544,1632,5577,48,12,2,4,10,10,False
15596,train,353,892719,21614,2214,535,1099,4056,48,12,2,4,10,10,False
15613,train,46,3214177,2907,1082,407,661,36301,48,12,2,4,10,10,False
15639,train,75,2484938,4650,1279,400,685,28038,48,12,2,4,10,10,False
15691,train,51,3177551,4460,1296,499,756,37146,48,12,2,4,10,10,False
15704,train,156,2269805,14435,2035,613,983,24563,48,12,2,4,10,10,False
15708,train,50,2833996,5270,1597,452,712,31461,48,12,2,4,10,10,False
15710,train,29,3098557,1999,823,248,483,35765,48,12,2,4,10,10,False
15718,train,27,2283648,1881,866,438,669,26178,48,12,2,4,10,10,False
15741,train,27,2016709,3008,1035,485,722,23629,48,12,2,4,10,10,False
15789,train,29,2121471,3203,1082,414,648,23826,48,12,2,4,10,10,False
15805,train,55,2523963,5708,1390,465,719,28779,48,12,2,4,10,10,False
15821,train,34,2937641,5195,1275,513,754,33425,48,12,2,4,10,10,False
15856,train,379,398365,18156,1882,486,1075,3720,48,12,2,4,10,10,False
15865,train,246,134921,15913,1526,643,1098,996,48,12,2,4,10,10,False
15893,train,36,344706,5773,1379,457,700,2343,48,12,2,4,10,10,False
15919,train,29,1780690,2448,1041,554,790,18073,48,12,2,4,10,10,False
16054,train,34,1724786,2743,973,446,689,18647,48,12,2,4,10,10,False
16072,train,49,1229563,6711,1404,558,818,13429,48,12,2,4,10,10,False
16073,train,28,1147874,3373,993,447,684,11302,48,12,2,4,10,10,False
16095,train,33,1217556,2367,998,435,677,14070,48,12,2,4,10,10,False
16098,train,40,733085,7609,1243,379,629,7810,48,12,2,4,10,10,False
16113,train,28,2011935,3021,927,351,588,23276,48,12,2,4,10,10,False
16140,train,36,850684,6806,1309,474,719,8685,48,12,2,4,10,10,False
16159,train,97,421454,15691,1555,388,693,3568,48,12,2,4,10,10,False
16162,train,253,1796580,14600,2055,565,1025,11994,48,12,2,4,10,10,False
16172,train,59,1387543,6935,1333,397,665,15627,48,12,2,4,10,10,False
16198,train,160,1141887,16057,1865,579,949,12479,48,12,2,4,10,10,False
16208,train,47,1365123,3627,1174,539,789,14328,48,12,2,4,10,10,False
16281,train,37,1318179,5169,1145,478,723,14532,48,12,2,4,10,10,False
16322,train,169,1193241,13120,1720,471,847,9726,48,12,2,4,10,10,False
16352,train,198,1558077,15181,1893,472,876,10775,48,12,2,4,10,10,False
16372,train,100,1035070,4026,1216,539,846,10256,48,12,2,4,10,10,False
16437,train,33,552239,3408,1202,572,813,4430,48,12,2,4,10,10,False
16482,train,133,220107,14157,1754,472,814,1514,48,12,2,4,10,10,False
16483,train,37,277370,5539,1133,437,681,1907,48,12,2,4,10,10,False
16498,train,55,1642690,2487,892,388,649,18936,48,12,2,4,10,10,False
16505,train,28,994959,7122,1289,305,543,9821,48,12,2,4,10,10,False
16538,train,33,892436,2361,944,552,795,10032,48,12,2,4,10,10,False
16539,train,34,1924688,2518,955,430,673,22977,48,12,2,4,10,10,False
16589,train,660,184510,20954,2069,606,1472,751,48,12,2,4,10,10,False
16595,train,136,872326,13534,1836,465,807,5771,48,12,2,4,10,10,False
16652,train,81,1824046,6114,1300,540,831,20256,48,12,2,4,10,10,False
16657,train,120,609604,9860,1507,551,877,6867,48,12,2,4,10,10,False
16663,train,46,1043213,4591,1145,393,650,10727,48,12,2,4,10,10,False
16676,train,29,848322,2776,958,428,666,8394,48,12,2,4,10,10,False
16678,train,236,685247,9024,1593,546,991,7530,48,12,2,4,10,10,False
16694,train,56,1471605,3820,1217,576,835,17238,48,12,2,4,10,10,False
16721,train,39,1831150,5840,1112,439,685,20907,48,12,2,4,10,10,False
16742,train,48,2107799,5525,1186,434,691,24567,48,12,2,4,10,10,False
16808,train,56,1761914,3383,1064,402,667,20360,48,12,2,4,10,10,False
16839,train,50,1674340,5636,1473,419,679,18604,48,12,2,4,10,10,False
16868,train,198,1088360,10192,1712,548,956,11460,48,12,2,4,10,10,False
16881,train,42,1935800,4421,1154,457,707,21908,48,12,2,4,10,10,False
16915,train,156,1878987,12934,1712,631,996,15467,48,12,2,4,10,10,False
16932,train,45,1126321,8805,1432,420,676,9127,48,12,2,4,10,10,False
16946,train,29,1489309,2208,886,396,634,12867,48,12,2,4,10,10,False
16956,train,360,1609774,25311,2347,542,1113,10939,48,12,2,4,10,10,False
17029,train,126,1255963,9563,1439,480,817,14910,48,12,2,4,10,10,False
17039,train,57,1619515,4134,1241,459,723,19004,48,12,2,4,10,10,False
17136,train,51,858532,3926,1153,506,761,8553,48,12,2,4,10,10,False
17145,train,31,560143,4216,1240,354,594,5086,48,12,2,4,10,10,False
17180,train,75,1302953,6810,1419,471,756,12490,48,12,2,4,10,10,False
17199,train,202,482387,16459,1675,531,943,2831,48,12,2,4,10,10,False
17216,train,27,496918,2222,837,445,680,4109,48,12,2,4,10,10,False
17223,train,24,1724930,3097,1020,244,478,18149,48,12,2,4,10,10,False
17228,train,1391,1343009,31528,2113,568,1801,12157,48,12,2,4,10,10,True
17232,train,175,1735981,12295,1905,442,826,16753,48,12,2,4,10,10,False
17240,train,181,1964268,10085,1876,497,886,19537,48,12,2,4,10,10,False
17259,train,226,243573,12105,1597,439,877,2215,48,12,2,4,10,10,False
17290,train,25,2265226,1535,754,339,574,25274,48,12,2,4,10,10,False
17346,train,179,2023854,11306,1848,557,944,21762,48,12,2,4,10,10,False
17444,train,27,2297058,3428,1236,531,768,25249,48,12,2,4,10,10,False
17454,train,57,2242349,6262,1373,552,816,24191,48,12,2,4,10,10,False
17484,train,31,1912243,2900,1010,489,729,20825,48,12,2,4,10,10,False
17512,train,54,2101737,3608,1196,436,699,22567,48,12,2,4,10,10,False
17514,train,50,1807346,5396,1156,557,816,18817,48,12,2,4,10,10,False
17573,train,35,1519033,2832,930,453,698,16658,48,12,2,4,10,10,False
17633,train,41,1871263,3436,1126,467,715,19878,48,12,2,4,10,10,False
17663,train,13,829724,1344,719,356,577,8868,48,12,2,4,10,10,False
17685,train,54,2055733,3504,1294,482,743,23111,48,12,2,4,10,10,False
17688,train,39,1553729,5397,1278,472,717,16922,48,12,2,4,10,10,False
17706,train,47,1488588,4091,1215,426,684,17242,48,12,2,4,10,10,False
17772,train,51,686556,4175,1133,446,705,6213,48,12,2,4,10,10,False
17775,train,25,938795,5452,1280,432,667,9679,48,12,2,4,10,10,False
17808,train,31,461779,12552,1614,488,729,3007,48,12,2,4,10,10,False
17861,train,85,1650254,12673,1874,556,850,18759,48,12,2,4,10,10,False
17864,train,32,1713979,3354,1069,424,666,19842,48,12,2,4,10,10,False
17865,train,25,1643059,2373,909,408,642,19516,48,12,2,4,10,10,False
17875,train,32,1615427,2939,988,397,639,19071,48,12,2,4,10,10,False
17884,train,40,1836973,3600,1118,372,622,21343,48,12,2,4,10,10,False
17917,train,37,1615425,2800,1183,556,801,18655,48,12,2,4,10,10,False
17919,train,71,2163077,6145,1279,580,861,25617,48,12,2,4,10,10,False
17939,train,303,827195,14476,1715,602,1113,8426,48,12,2,4,10,10,False
17959,train,46,816975,3450,1046,359,614,8481,48,12,2,4,10,10,False
18011,train,383,1407981,13079,1939,584,1171,15814,48,12,2,4,10,10,False
18015,train,23,1291475,1853,767,377,609,14717,48,12,2,4,10,10,False
18032,train,25,2638251,2342,1030,465,699,29049,48,12,2,4,10,10,False
18064,train,74,1910044,8059,1538,496,776,19394,48,12,2,4,10,10,False
18072,train,34,1839746,2647,1061,329,572,19952,48,12,2,4,10,10,False
18103,train,263,2104196,16703,1996,606,1079,22340,48,12,2,4,10,10,False
18226,train,41,1945298,2404,902,348,598,21491,48,12,2,4,10,10,False
18234,train,31,2539552,2290,881,360,596,28000,48,12,2,4,10,10,False
18254,train,55,2125031,3265,1180,566,830,23010,48,12,2,4,10,10,False
18280,train,32,2102710,1497,811,437,679,23431,48,12,2,4,10,10,False
18317,train,33,1836508,3456,1071,424,666,19808,48,12,2,4,10,10,False
18333,train,25,1415298,1897,854,335,568,14599,48,12,2,4,10,10,False
18344,train,462,1462174,26193,2301,601,1272,15022,48,12,2,4,10,10,False
18391,train,43,1856868,2520,953,386,639,20594,48,12,2,4,10,10,False
18399,train,1688,1309358,31190,2250,569,1804,13462,48,12,2,4,10,10,True
18413,train,49,1384899,4975,1297,407,663,15165,48,12,2,4,10,10,False
18436,train,257,1494361,21099,1874,571,1036,14870,48,12,2,4,10,10,False
18437,train,711,914288,22128,2092,472,1392,10206,48,12,2,4,10,10,False
18440,train,30,1176902,1747,822,316,553,12110,48,12,2,4,10,10,False
18594,train,27,1895699,2655,1080,383,614,21252,48,12,2,4,10,10,False
18596,train,18,1631480,4694,1115,339,565,18002,48,12,2,4,10,10,False
18619,train,51,1083647,2515,944,418,675,11858,48,12,2,4,10,10,False
18621,train,38,1639355,3569,1027,363,610,19069,48,12,2,4,10,10,False
18622,train,37,1499378,2039,793,295,540,16340,48,12,2,4,10,10,False
18644,train,99,1084242,19481,1720,518,824,8281,48,12,2,4,10,10,False
18645,train,24,844465,6402,1328,564,796,5307,48,12,2,4,10,10,False
18662,train,30,373445,4879,1140,387,625,3594,48,12,2,4,10,10,False
18689,train,58,856526,6024,1230,492,755,8514,48,12,2,4,10,10,False
18694,train,25,662425,5785,1107,465,698,5390,48,12,2,4,10,10,False
18698,train,307,1224049,19020,1730,560,1077,11856,48,12,2,4,10,10,False
18723,train,26,186399,8132,1216,379,614,1603,48,12,2,4,10,10,False
18747,train,157,888739,12521,1859,549,912,9449,48,12,2,4,10,10,False
18804,train,25,1140853,2508,981,398,633,11517,48,12,2,4,10,10,False
18821,train,41,2096953,3177,1075,443,694,23581,48,12,2,4,10,10,False
18833,train,111,1767177,7011,1367,480,801,20101,48,12,2,4,10,10,False
18854,train,71,2592489,4613,1308,477,758,29767,48,12,2,4,10,10,False
18859,train,102,2148885,4478,1211,465,775,25307,48,12,2,4,10,10,False
18900,train,42,1879643,2705,978,428,678,21120,48,12,2,4,10,10,False
18916,train,118,1624996,12555,1618,506,831,17506,48,12,2,4,10,10,False
18971,train,44,2042965,6159,1159,432,682,21701,48,12,2,4,10,10,False
18995,train,49,2642588,3834,1021,302,558,29601,48,12,2,4,10,10,False
18998,train,87,1591762,11374,1602,520,813,16611,48,12,2,4,10,10,False
19017,train,151,1643112,12836,1788,510,870,17009,48,12,2,4,10,10,False
19042,train,25,801852,2223,932,542,775,8916,48,12,2,4,10,10,False
19105,train,91,944786,6091,1454,495,792,10216,48,12,2,4,10,10,False
