node,split,raw_target_tokens,raw_neighbor_tokens,trimmed_neighbor_raw_tokens,node_summary_tokens,metapath_summary_tokens,final_prompt_tokens,num_neighbors_full,num_neighbors_trimmed,num_metapaths,K,M,B_node,B_meta,target_truncated
15663,test,28,2757125,2411,973,360,593,32250,48,12,2,4,10,10,False
15665,test,24,2773332,2243,872,347,575,30707,48,12,2,4,10,10,False
15668,test,101,3593958,7375,1411,550,855,41799,48,12,2,4,10,10,False
15669,test,67,2325972,12643,1791,610,888,25634,48,12,2,4,10,10,False
15673,test,53,3221656,6976,1229,513,774,37696,48,12,2,4,10,10,False
15687,test,159,2177040,8219,1602,436,805,23665,48,12,2,4,10,10,False
15694,test,124,2476531,13320,1790,531,862,25885,48,12,2,4,10,10,False
15695,test,28,2005669,3171,955,399,637,23131,48,12,2,4,10,10,False
15696,test,24,2901324,1755,852,497,731,33325,48,12,2,4,10,10,False
15697,test,55,2747780,4462,1072,392,657,30608,48,12,2,4,10,10,False
15699,test,40,2489921,3439,1135,469,719,28148,48,12,2,4,10,10,False
15702,test,87,1977315,14219,1712,455,749,22679,48,12,2,4,10,10,False
15706,test,29,2870753,2032,760,391,627,32138,48,12,2,4,10,10,False
15715,test,25,2340533,1745,845,328,556,26478,48,12,2,4,10,10,False
15719,test,37,2492609,3000,1022,490,732,27777,48,12,2,4,10,10,False
15727,test,66,3067555,4762,1332,495,767,33436,48,12,2,4,10,10,False
15730,test,39,2053615,2396,971,388,636,23541,48,12,2,4,10,10,False
15732,test,170,2375958,9257,1629,537,913,27436,48,12,2,4,10,10,False
15739,test,45,3156630,3053,932,275,525,36223,48,12,2,4,10,10,False
15743,test,89,2929553,12011,1571,611,911,34192,48,12,2,4,10,10,False
15751,test,69,2604243,4577,1149,407,678,30687,48,12,2,4,10,10,False
15759,test,43,2797192,3443,1067,471,724,32286,48,12,2,4,10,10,False
15762,test,33,2976228,2085,876,395,631,34505,48,12,2,4,10,10,False
15770,test,56,3171513,3372,1171,530,796,36254,48,12,2,4,10,10,False
15779,test,30,2910351,2584,947,387,624,33162,48,12,2,4,10,10,False
15780,test,49,3109578,4986,1310,516,775,35785,48,12,2,4,10,10,False
15785,test,52,2752278,3687,1169,467,728,32125,48,12,2,4,10,10,False
15793,test,24,3026007,2307,1060,486,719,34717,48,12,2,4,10,10,False
15797,test,20,2786429,2306,880,323,549,32450,48,12,2,4,10,10,False
15800,test,47,2791256,7116,1698,478,732,31906,48,12,2,4,10,10,False
15806,test,29,2386020,4638,1239,409,646,26072,48,12,2,4,10,10,False
15811,test,32,2733368,2582,967,402,644,31897,48,12,2,4,10,10,False
15812,test,45,2541068,3994,1259,557,813,27844,48,12,2,4,10,10,False
15813,test,199,2116104,13836,1605,489,899,23750,48,12,2,4,10,10,False
15814,test,34,3370297,3276,1146,469,712,39661,48,12,2,4,10,10,False
15817,test,69,3037949,5177,1280,483,758,34552,48,12,2,4,10,10,False
15822,test,36,3046769,3563,1184,481,726,35369,48,12,2,4,10,10,False
15823,test,65,2725846,8263,1467,525,792,31390,48,12,2,4,10,10,False
15827,test,23,262386,4045,1121,555,788,2188,48,12,2,4,10,10,False
15846,test,129,575052,15770,1996,556,894,3709,48,12,2,4,10,10,False
15857,test,59,869351,7259,1369,433,699,9253,48,12,2,4,10,10,False
15866,test,144,74984,9346,1143,467,821,649,44,12,2,4,10,10,False
15882,test,207,724674,11140,1698,527,946,6832,48,12,2,4,10,10,False
15886,test,40,939542,3554,1043,343,593,9589,48,12,2,4,10,10,False
15887,test,75,1353112,3858,1105,521,804,13243,48,12,2,4,10,10,False
15891,test,53,593560,3803,1028,446,704,6842,48,12,2,4,10,10,False
15892,test,64,853902,5432,1262,553,827,9287,48,12,2,4,10,10,False
15896,test,455,481234,21949,1989,551,1215,4358,48,12,2,4,10,10,False
15902,test,55,1835684,4041,1035,342,607,19328,48,12,2,4,10,10,False
15903,test,30,1518761,2867,975,464,700,15921,48,12,2,4,10,10,False
15908,test,32,1729886,2055,904,481,724,16642,48,12,2,4,10,10,False
15909,test,25,2057122,1858,867,401,634,20722,48,12,2,4,10,10,False
15910,test,50,1266868,5654,1110,344,604,12944,48,12,2,4,10,10,False
15914,test,82,1193142,14612,2007,554,847,11894,48,12,2,4,10,10,False
15915,test,22,1547563,1948,882,377,611,15661,48,12,2,4,10,10,False
15926,test,28,1751341,2601,1012,516,754,16254,48,12,2,4,10,10,False
15927,test,38,1893556,2363,907,352,600,19399,48,12,2,4,10,10,False
15934,test,29,2186860,2466,1032,376,615,23843,48,12,2,4,10,10,False
15935,test,137,1873660,14131,1893,511,856,19081,48,12,2,4,10,10,False
15938,test,24,2393962,2406,1030,381,613,25414,48,12,2,4,10,10,False
15939,test,38,1810312,2787,1060,485,731,17591,48,12,2,4,10,10,False
15941,test,362,1370215,24098,2326,581,1154,12102,48,12,2,4,10,10,False
15950,test,75,1304554,6292,1408,531,814,12843,48,12,2,4,10,10,False
15967,test,44,1937375,3245,1072,407,661,20573,48,12,2,4,10,10,False
15971,test,24,2009019,3054,1027,369,599,21823,48,12,2,4,10,10,False
15979,test,66,2045913,7922,1592,545,820,20559,48,12,2,4,10,10,False
15994,test,29,1540811,3769,1133,507,746,15762,48,12,2,4,10,10,False
16002,test,39,1318081,4140,1113,505,753,12801,48,12,2,4,10,10,False
16026,test,58,1562097,7557,1420,470,737,17377,48,12,2,4,10,10,False
16031,test,47,1221783,5103,1167,524,781,13187,48,12,2,4,10,10,False
16037,test,58,1021508,5583,1169,459,726,9957,48,12,2,4,10,10,False
16044,test,38,1107166,1851,855,430,678,10713,48,12,2,4,10,10,False
16048,test,33,1047001,3056,1027,526,768,9893,48,12,2,4,10,10,False
16053,test,28,1497426,4235,1193,451,689,16885,48,12,2,4,10,10,False
16064,test,120,1212688,7561,1571,623,953,12013,48,12,2,4,10,10,False
16071,test,39,1163761,3734,1106,509,757,12340,48,12,2,4,10,10,False
16074,test,59,1523719,8383,1522,629,893,16754,48,12,2,4,10,10,False
16075,test,273,946958,14895,1818,582,1065,8352,48,12,2,4,10,10,False
16077,test,106,1195376,6823,1509,596,909,13644,48,12,2,4,10,10,False
16078,test,111,616084,4547,1183,476,795,6881,48,12,2,4,10,10,False
16080,test,89,1571967,6443,1352,461,759,17756,48,12,2,4,10,10,False
16083,test,29,958883,3973,1185,528,762,10562,48,12,2,4,10,10,False
16088,test,88,446641,6681,1398,457,750,3946,48,12,2,4,10,10,False
16092,test,28,1310721,3035,1090,435,672,14915,48,12,2,4,10,10,False
16101,test,68,1146795,7578,1382,548,826,12206,48,12,2,4,10,10,False
16102,test,51,891354,4712,1264,525,784,9827,48,12,2,4,10,10,False
16107,test,86,661675,5303,1112,437,733,7498,48,12,2,4,10,10,False
16120,test,44,634462,7353,1472,376,630,7261,44,12,2,4,10,10,False
16122,test,74,1206668,5850,1251,510,794,12468,48,12,2,4,10,10,False
16130,test,37,1518244,4385,1063,386,635,16490,48,12,2,4,10,10,False
16134,test,46,1249007,6745,1298,514,767,13958,48,12,2,4,10,10,False
16142,test,64,1723607,4924,1188,478,751,19501,48,12,2,4,10,10,False
16143,test,73,1178839,4558,1248,406,687,12676,48,12,2,4,10,10,False
16151,test,34,575190,4138,1120,436,683,5071,48,12,2,4,10,10,False
16156,test,38,686991,10370,1483,452,700,5036,48,12,2,4,10,10,False
16157,test,37,925245,4004,1204,454,695,8350,48,12,2,4,10,10,False
16164,test,355,1114913,29735,2118,509,1077,5411,48,12,2,4,10,10,False
16171,test,107,1608150,5056,1374,591,902,17860,48,12,2,4,10,10,False
16179,test,104,1422552,12376,1443,561,874,16818,48,12,2,4,10,10,False
16194,test,24,1660494,2627,1036,456,689,18917,48,12,2,4,10,10,False
16200,test,39,1207944,5706,1323,473,721,13587,48,12,2,4,10,10,False
16202,test,40,1550926,3014,1080,503,753,17945,48,12,2,4,10,10,False
16205,test,67,973220,9726,1600,429,704,10309,48,12,2,4,10,10,False
16211,test,97,1461984,7873,1510,549,855,16514,48,12,2,4,10,10,False
16213,test,52,1660571,5140,1387,471,733,18172,48,12,2,4,10,10,False
16214,test,26,1460917,2100,971,402,630,16630,48,12,2,4,10,10,False
16220,test,334,1014706,13235,1962,569,1112,11015,48,12,2,4,10,10,False
16230,test,94,950294,12669,1692,503,807,10224,48,12,2,4,10,10,False
16233,test,79,1339720,10908,1608,612,900,14118,48,12,2,4,10,10,False
16239,test,23,1805042,2380,967,427,658,20257,48,12,2,4,10,10,False
16244,test,45,1118640,5985,1497,477,733,11787,48,12,2,4,10,10,False
16248,test,28,1402696,2121,914,511,747,15245,48,12,2,4,10,10,False
16251,test,101,557456,6254,1500,514,825,5047,48,12,2,4,10,10,False
16252,test,110,670020,5221,1181,425,745,6421,48,12,2,4,10,10,False
16260,test,25,1043079,2081,872,316,551,10172,48,12,2,4,10,10,False
16265,test,548,372300,19470,1956,467,1222,3657,48,12,2,4,10,10,False
16271,test,44,643531,7828,1450,421,672,6152,48,12,2,4,10,10,False
16276,test,32,899525,2887,924,378,617,10327,48,12,2,4,10,10,False
16280,test,70,415382,4647,1227,492,771,4090,48,12,2,4,10,10,False
16282,test,61,273727,3758,937,338,611,2557,48,12,2,4,10,10,False
16285,test,206,1346632,15456,1794,530,945,12344,48,12,2,4,10,10,False
16288,test,39,702298,6084,1226,522,769,5920,48,12,2,4,10,10,False
16291,test,458,810217,20687,2144,534,1201,5813,48,12,2,4,10,10,False
16293,test,52,1226875,12046,1701,474,730,13050,48,12,2,4,10,10,False
16296,test,248,1190738,14851,1712,518,978,9800,48,12,2,4,10,10,False
16303,test,74,808504,7300,1403,423,708,7790,48,12,2,4,10,10,False
16307,test,124,1666082,6255,1150,442,775,19758,48,12,2,4,10,10,False
16321,test,51,792815,6115,1308,481,744,5776,46,12,2,4,10,10,False
16324,test,58,1016762,12868,1799,600,866,7661,48,12,2,4,10,10,False
16333,test,209,1152913,11980,1731,599,1017,9765,48,12,2,4,10,10,False
16345,test,186,1722242,15739,1885,579,973,15001,48,12,2,4,10,10,False
16348,test,735,1132778,22443,2210,621,1565,8048,48,12,2,4,10,10,False
16356,test,220,1266586,13978,1879,487,914,10239,48,12,2,4,10,10,False
16358,test,28,930940,7513,1206,492,729,7253,48,12,2,4,10,10,False
16360,test,22,912008,3194,1052,458,688,6655,48,12,2,4,10,10,False
16366,test,165,2143848,15498,2176,575,947,14093,48,12,2,4,10,10,False
16369,test,123,2064852,9155,1555,482,813,20119,48,12,2,4,10,10,False
16383,test,63,1253764,4173,1269,417,690,14283,48,12,2,4,10,10,False
16390,test,155,1073976,10400,1678,455,817,11560,48,12,2,4,10,10,False
16391,test,74,1803269,7626,1520,492,774,20264,48,12,2,4,10,10,False
16402,test,28,1107085,1569,781,313,551,12189,48,12,2,4,10,10,False
16406,test,34,1471578,2546,1019,483,727,16517,48,12,2,4,10,10,False
16411,test,35,1128940,2662,907,328,570,12989,48,12,2,4,10,10,False
16415,test,43,2098606,2805,901,334,585,24772,48,12,2,4,10,10,False
16417,test,262,1323466,15673,1953,537,1009,14742,48,12,2,4,10,10,False
16419,test,31,1475441,4380,957,341,584,16633,48,12,2,4,10,10,False
16422,test,230,1816513,9717,1477,502,938,20373,48,12,2,4,10,10,False
16424,test,91,1340419,14163,1875,577,875,13235,48,12,2,4,10,10,False
16431,test,32,1431432,2879,1048,422,661,15076,48,12,2,4,10,10,False
16433,test,53,318541,5022,1136,484,746,2999,48,12,2,4,10,10,False
16436,test,36,294559,8619,1251,391,635,2154,48,12,2,4,10,10,False
16438,test,54,781211,5311,1354,494,755,8883,48,12,2,4,10,10,False
16439,test,276,795780,19535,2179,484,970,4222,48,12,2,4,10,10,False
16443,test,300,758837,23266,2077,499,1008,4574,48,12,2,4,10,10,False
16445,test,134,1151300,19727,1887,543,884,7783,48,12,2,4,10,10,False
16447,test,28,512092,4866,1080,380,619,2522,48,12,2,4,10,10,False
16452,test,1609,780169,28756,2089,571,1803,4664,48,12,2,4,10,10,True
16454,test,600,591154,26680,2056,542,1352,3104,48,12,2,4,10,10,False
16457,test,227,715663,15400,1750,554,991,4001,48,12,2,4,10,10,False
16459,test,1064,645624,31222,2135,582,1819,3126,48,12,2,4,10,10,True
16461,test,543,1400518,34224,2455,609,1361,11549,48,12,2,4,10,10,False
16465,test,378,1039871,20992,1920,507,1094,5251,48,12,2,4,10,10,False
16477,test,68,69883,9715,1157,435,705,503,41,12,2,4,10,10,False
16478,test,33,219938,4661,1139,335,577,1634,48,12,2,4,10,10,False
16480,test,35,451960,2450,858,435,678,4296,48,12,2,4,10,10,False
16491,test,23,1488562,1743,826,463,693,16382,48,12,2,4,10,10,False
16493,test,30,1328181,2916,915,445,679,15374,48,12,2,4,10,10,False
16494,test,84,1318669,7950,1313,492,788,15375,48,12,2,4,10,10,False
16496,test,27,1036408,2373,864,329,566,11119,48,12,2,4,10,10,False
16497,test,41,827685,2248,923,459,710,9367,48,12,2,4,10,10,False
16501,test,33,2006876,3744,1179,405,648,22631,48,12,2,4,10,10,False
16506,test,949,680769,27828,2049,482,1641,4606,48,12,2,4,10,10,False
16511,test,140,1304971,22542,2083,523,873,14032,48,12,2,4,10,10,False
16514,test,285,1823281,23592,2124,572,1067,19541,48,12,2,4,10,10,False
16517,test,93,805827,12001,1727,587,888,7948,48,12,2,4,10,10,False
16519,test,32,1053490,1882,838,250,490,9180,48,12,2,4,10,10,False
16522,test,33,1888407,3727,918,312,553,22644,48,12,2,4,10,10,False
16526,test,236,1836724,16308,1954,496,943,21357,48,12,2,4,10,10,False
16530,test,193,1458361,17327,1983,511,913,16372,48,12,2,4,10,10,False
16534,test,49,1309383,3174,1148,550,809,15456,48,12,2,4,10,10,False
16543,test,260,1369247,13802,1720,535,1003,16358,48,12,2,4,10,10,False
16553,test,28,1337509,3134,1126,544,781,15701,48,12,2,4,10,10,False
16561,test,124,697599,9295,1530,457,790,7681,48,12,2,4,10,10,False
16563,test,76,1684235,3624,1198,474,759,19874,48,12,2,4,10,10,False
16565,test,32,1390637,2080,771,370,611,14959,48,12,2,4,10,10,False
16566,test,106,1277719,6348,1529,566,882,14979,48,12,2,4,10,10,False
16571,test,25,1982151,2747,908,279,513,23627,48,12,2,4,10,10,False
16586,test,218,1413916,14567,1664,533,959,8801,48,12,2,4,10,10,False
16588,test,102,233851,14898,1790,387,698,2009,48,12,2,4,10,10,False
16603,test,118,558758,17744,1838,547,878,2954,48,12,2,4,10,10,False
16611,test,66,959563,6625,1416,493,767,6812,48,12,2,4,10,10,False
16612,test,591,922389,22833,2429,586,1388,4777,48,12,2,4,10,10,False
16631,test,262,393590,12928,1742,494,965,2669,48,12,2,4,10,10,False
16632,test,156,538181,12810,1877,519,885,3142,48,12,2,4,10,10,False
16634,test,207,1441700,9496,1700,595,1010,9732,48,12,2,4,10,10,False
16640,test,38,1033805,4003,1177,500,748,10361,48,12,2,4,10,10,False
16642,test,396,1097110,22221,1951,497,1100,11599,48,12,2,4,10,10,False
16655,test,36,1270878,5336,1136,455,700,14567,48,12,2,4,10,10,False
16659,test,153,1133039,15448,1727,452,813,12865,48,12,2,4,10,10,False
16664,test,94,1150701,10009,1648,470,773,12108,48,12,2,4,10,10,False
16666,test,33,1082664,2955,1098,405,646,10081,48,12,2,4,10,10,False
16667,test,27,940900,4239,993,419,656,9662,48,12,2,4,10,10,False
16675,test,29,1348307,4362,1162,459,698,15562,48,12,2,4,10,10,False
16680,test,22,707377,6075,1262,454,686,7473,48,12,2,4,10,10,False
16685,test,49,1681303,3826,1025,427,684,18521,48,12,2,4,10,10,False
16686,test,61,2122815,5151,1253,373,644,23895,48,12,2,4,10,10,False
16693,test,31,2023070,2019,1006,463,704,23718,48,12,2,4,10,10,False
16700,test,76,2481690,4406,1143,468,754,28097,48,12,2,4,10,10,False
16701,test,63,2823399,5722,1426,533,805,33932,48,12,2,4,10,10,False
16704,test,78,2475966,10176,1442,492,781,28920,48,12,2,4,10,10,False
16706,test,100,2163478,7407,1341,475,785,24619,48,12,2,4,10,10,False
16708,test,74,1786947,5247,1227,536,821,20147,48,12,2,4,10,10,False
16714,test,126,1881405,10010,1715,481,816,22505,48,12,2,4,10,10,False
16717,test,56,2266477,4133,1298,442,707,26575,48,12,2,4,10,10,False
16737,test,34,1670936,3814,1002,427,671,18567,48,12,2,4,10,10,False
16743,test,58,1407542,4670,1098,450,715,16464,48,12,2,4,10,10,False
16745,test,29,2377131,1848,830,454,692,26849,48,12,2,4,10,10,False
16746,test,43,1735243,7375,1363,544,794,19114,48,12,2,4,10,10,False
16753,test,49,2155427,3722,1034,570,830,25731,48,12,2,4,10,10,False
16756,test,83,1708367,4655,1126,452,745,20468,48,12,2,4,10,10,False
16757,test,28,1971423,2306,874,395,631,22518,48,12,2,4,10,10,False
16760,test,60,2078730,2412,987,529,796,23704,48,12,2,4,10,10,False
16761,test,38,1711192,2177,884,402,649,19200,48,12,2,4,10,10,False
16763,test,29,1769836,2290,1053,379,616,20335,48,12,2,4,10,10,False
16770,test,68,1968035,8401,1403,462,737,21450,48,12,2,4,10,10,False
16772,test,34,2293485,2297,906,510,754,26878,48,12,2,4,10,10,False
16776,test,56,1750419,5166,1157,467,733,19824,48,12,2,4,10,10,False
16788,test,32,1595166,2851,1072,431,671,18246,48,12,2,4,10,10,False
16790,test,28,2351940,1658,818,418,655,26872,48,12,2,4,10,10,False
16800,test,23,1673945,3841,1211,422,654,18681,48,12,2,4,10,10,False
16809,test,26,1697909,2113,845,458,694,19373,48,12,2,4,10,10,False
16820,test,32,2359551,2291,967,400,642,27249,48,12,2,4,10,10,False
16821,test,92,1864740,7890,1538,467,766,20958,48,12,2,4,10,10,False
16823,test,211,1358175,8940,1471,535,954,16130,48,12,2,4,10,10,False
16824,test,191,2140296,11378,1713,524,925,24948,48,12,2,4,10,10,False
16825,test,24,1924128,2080,822,365,599,22774,48,12,2,4,10,10,False
16833,test,22,1884081,4144,1205,511,741,21783,48,12,2,4,10,10,False
16835,test,65,1732613,4847,1401,544,817,19512,48,12,2,4,10,10,False
16837,test,643,1442014,14063,1649,552,1404,16115,48,12,2,4,10,10,False
16844,test,241,2765231,12809,1461,344,795,32832,48,12,2,4,10,10,False
16845,test,29,1791419,2366,991,487,726,20113,48,12,2,4,10,10,False
16848,test,55,2137110,4866,1342,449,713,24461,48,12,2,4,10,10,False
16851,test,81,1027120,7417,1427,432,721,10127,48,12,2,4,10,10,False
16861,test,115,849552,9127,1615,468,791,8923,48,12,2,4,10,10,False
16864,test,34,1444741,2073,858,320,561,15662,48,12,2,4,10,10,False
16865,test,41,1500832,4967,1195,523,771,16162,48,12,2,4,10,10,False
16883,test,39,1013859,6763,1416,512,758,9721,48,12,2,4,10,10,False
16885,test,95,1737707,4806,1430,484,789,18341,48,12,2,4,10,10,False
16892,test,68,1957130,4632,1072,380,655,22096,48,12,2,4,10,10,False
16893,test,47,1550503,4923,1381,510,766,17201,48,12,2,4,10,10,False
16895,test,29,855455,3564,1031,427,664,9549,48,12,2,4,10,10,False
16896,test,32,1201803,6697,1180,385,626,9717,48,12,2,4,10,10,False
16899,test,101,1229425,9958,1586,540,849,9497,48,12,2,4,10,10,False
16907,test,455,1689245,23751,1958,541,1207,12148,48,12,2,4,10,10,False
16916,test,35,1967104,4250,1255,398,641,18374,48,12,2,4,10,10,False
16919,test,44,1605008,3608,1120,487,738,13540,48,12,2,4,10,10,False
16957,test,90,1052416,11073,1693,495,791,8177,48,12,2,4,10,10,False
16960,test,499,1265044,17758,2096,635,1343,10155,48,12,2,4,10,10,False
16974,test,219,1293373,21062,1929,497,929,9545,48,12,2,4,10,10,False
16975,test,73,2282395,6954,1252,487,767,21846,48,12,2,4,10,10,False
16980,test,28,1497026,4235,1125,490,728,13396,48,12,2,4,10,10,False
16983,test,34,1919599,3577,1137,420,662,18463,48,12,2,4,10,10,False
16984,test,250,1937492,17038,1895,613,1073,13109,48,12,2,4,10,10,False
16989,test,58,1350594,7279,1590,547,813,11841,48,12,2,4,10,10,False
16995,test,148,1586067,9142,1479,470,827,19023,48,12,2,4,10,10,False
17000,test,25,2523529,2141,881,476,708,30594,48,12,2,4,10,10,False
17001,test,35,2093080,3389,1151,438,683,24616,48,12,2,4,10,10,False
17018,test,119,1879894,6701,1331,365,695,21727,48,12,2,4,10,10,False
17019,test,70,1609107,4623,1241,447,722,19214,48,12,2,4,10,10,False
17021,test,26,1477734,1666,827,384,619,16981,48,12,2,4,10,10,False
17023,test,59,1647936,4246,1278,479,747,19580,48,12,2,4,10,10,False
17024,test,31,1624721,1683,889,443,685,18765,48,12,2,4,10,10,False
17031,test,110,1507362,10642,1431,426,744,17067,48,12,2,4,10,10,False
17034,test,20,1004006,2103,955,404,634,11657,48,12,2,4,10,10,False
17041,test,32,1531777,3976,1095,398,636,15521,48,12,2,4,10,10,False
17043,test,37,1503170,4513,1227,435,682,16899,48,12,2,4,10,10,False
17050,test,271,1103401,16061,1956,494,974,11232,48,12,2,4,10,10,False
17051,test,25,1300391,2771,1074,415,648,13564,48,12,2,4,10,10,False
17064,test,59,1134828,3812,1142,607,874,11486,48,12,2,4,10,10,False
17068,test,30,1492576,3749,1065,401,637,14930,48,12,2,4,10,10,False
17070,test,27,1555845,2227,913,330,560,16998,48,12,2,4,10,10,False
17074,test,30,1207386,5186,1117,466,706,12347,48,12,2,4,10,10,False
17080,test,93,1324289,7802,1405,458,760,14509,48,12,2,4,10,10,False
17081,test,132,1260237,12251,1722,620,959,12949,48,12,2,4,10,10,False
17083,test,112,1994583,9496,1641,454,776,22130,48,12,2,4,10,10,False
17092,test,98,758016,6448,1307,525,833,8430,48,12,2,4,10,10,False
17094,test,283,1952995,11118,1851,544,1037,19173,48,12,2,4,10,10,False
17119,test,413,735060,19720,1928,547,1170,6771,48,12,2,4,10,10,False
17126,test,457,572935,26280,2191,509,1178,2930,48,12,2,4,10,10,False
17128,test,30,411214,9795,1333,469,707,1500,48,12,2,4,10,10,False
17143,test,29,161857,8956,1276,417,655,1563,48,12,2,4,10,10,False
17147,test,43,435307,4131,1231,547,801,4003,48,12,2,4,10,10,False
17154,test,41,708116,2684,920,405,651,5554,48,12,2,4,10,10,False
17158,test,71,966341,3622,989,247,525,10438,48,12,2,4,10,10,False
17163,test,28,1643752,2899,875,370,604,19246,48,12,2,4,10,10,False
17170,test,61,847950,6573,1304,549,818,8162,48,12,2,4,10,10,False
17171,test,254,1519644,14965,1795,653,1115,9344,48,12,2,4,10,10,False
17179,test,245,2002388,18089,2267,506,961,16578,48,12,2,4,10,10,False
17185,test,29,625341,7069,1418,484,721,4415,48,12,2,4,10,10,False
17188,test,225,691246,19897,2045,580,1012,4603,48,12,2,4,10,10,False
17189,test,99,877381,10027,1415,507,816,7307,48,12,2,4,10,10,False
17196,test,49,845075,4659,1165,562,820,7405,48,12,2,4,10,10,False
17200,test,30,1511661,2010,919,419,659,15383,48,12,2,4,10,10,False
17204,test,28,957255,2641,935,355,593,8108,48,12,2,4,10,10,False
17209,test,29,977093,2477,976,432,668,8641,48,12,2,4,10,10,False
17210,test,29,641860,2905,1034,435,673,5277,48,12,2,4,10,10,False
17213,test,45,732360,3332,1145,535,790,8172,48,12,2,4,10,10,False
17214,test,229,818364,10408,1829,549,986,8990,48,12,2,4,10,10,False
17224,test,36,1333299,4589,1321,550,792,13891,48,12,2,4,10,10,False
17225,test,84,1227116,10042,1695,512,803,12222,48,12,2,4,10,10,False
17227,test,129,1643238,8734,1600,491,827,17608,48,12,2,4,10,10,False
17241,test,144,1040491,12296,1597,509,859,9751,48,12,2,4,10,10,False
17248,test,40,1977578,5820,1429,489,737,20703,48,12,2,4,10,10,False
17250,test,216,2294373,18955,2001,514,934,23534,48,12,2,4,10,10,False
17255,test,65,1751938,6105,1255,499,769,18993,48,12,2,4,10,10,False
17264,test,30,743759,2802,978,459,698,6072,48,12,2,4,10,10,False
17268,test,64,1760220,3549,996,401,675,18936,48,12,2,4,10,10,False
17280,test,24,2036122,2883,1011,407,639,22073,48,12,2,4,10,10,False
17285,test,37,2157095,5293,1291,378,620,23835,48,12,2,4,10,10,False
17286,test,63,2328583,4653,1509,495,765,26164,48,12,2,4,10,10,False
17293,test,30,2099351,2142,895,336,575,23097,48,12,2,4,10,10,False
17295,test,96,2894388,4496,1317,451,759,32130,48,12,2,4,10,10,False
17297,test,57,1895516,5660,1407,411,677,21006,48,12,2,4,10,10,False
17299,test,35,2089621,3090,1111,418,662,22387,48,12,2,4,10,10,False
17306,test,50,1929117,5415,1225,408,668,21026,48,12,2,4,10,10,False
17309,test,44,2420531,2769,1013,348,601,27288,48,12,2,4,10,10,False
17325,test,63,2392391,6317,1448,532,804,26512,48,12,2,4,10,10,False
17326,test,228,1798504,8437,1491,559,999,19161,48,12,2,4,10,10,False
17327,test,158,2233386,9090,1655,550,917,23956,48,12,2,4,10,10,False
17330,test,140,2181373,7928,1296,380,726,23684,48,12,2,4,10,10,False
17340,test,33,2270697,7631,1433,586,826,24361,48,12,2,4,10,10,False
17348,test,135,2352231,14875,1615,537,880,25629,48,12,2,4,10,10,False
17372,test,663,2205256,29377,2117,450,1323,22965,48,12,2,4,10,10,False
17381,test,34,1667763,4457,1131,528,772,18491,48,12,2,4,10,10,False
17383,test,26,2308849,3239,1163,417,652,25453,48,12,2,4,10,10,False
17386,test,112,2232116,13656,1620,524,844,23676,48,12,2,4,10,10,False
17388,test,43,1984475,6756,1452,550,802,20533,48,12,2,4,10,10,False
17392,test,93,2214866,4627,1213,475,777,24473,48,12,2,4,10,10,False
17394,test,73,1918250,7923,1400,601,883,20543,48,12,2,4,10,10,False
17396,test,114,2331860,8230,1548,493,819,25668,48,12,2,4,10,10,False
17406,test,69,2333769,4573,1177,442,719,26012,48,12,2,4,10,10,False
17407,test,55,2214857,3218,1181,388,653,23731,48,12,2,4,10,10,False
17408,test,25,2303215,2341,897,354,590,25822,48,12,2,4,10,10,False
17418,test,78,2233268,3779,1006,401,683,24803,48,12,2,4,10,10,False
17424,test,72,2399658,4353,1186,418,695,26100,48,12,2,4,10,10,False
17426,test,97,2797549,4861,1430,441,748,31327,48,12,2,4,10,10,False
17429,test,31,2262472,1919,934,541,782,24809,48,12,2,4,10,10,False
17431,test,30,2186612,1880,837,465,702,24343,48,12,2,4,10,10,False
17436,test,41,2414336,3596,1033,536,781,25638,48,12,2,4,10,10,False
17441,test,22,2032734,1652,787,304,536,22251,48,12,2,4,10,10,False
17443,test,43,1915749,3961,987,416,664,20282,48,12,2,4,10,10,False
17449,test,23,2009784,2573,970,447,679,21947,48,12,2,4,10,10,False
17457,test,227,2503549,23687,2106,592,1030,26682,48,12,2,4,10,10,False
17469,test,100,2156002,17616,1698,525,834,23243,48,12,2,4,10,10,False
17470,test,24,2172279,5313,1234,492,726,22735,48,12,2,4,10,10,False
17471,test,56,2111576,5051,1397,466,732,23527,48,12,2,4,10,10,False
17476,test,34,2096107,2449,893,353,596,23012,48,12,2,4,10,10,False
17488,test,48,2570098,3985,1257,579,830,28619,48,12,2,4,10,10,False
17504,test,65,1847713,8285,1524,457,732,20087,48,12,2,4,10,10,False
17513,test,28,2157383,3174,996,429,665,23190,48,12,2,4,10,10,False
17517,test,74,1707358,8561,1528,389,674,18441,48,12,2,4,10,10,False
17527,test,39,1861490,2438,851,299,545,20260,48,12,2,4,10,10,False
17530,test,506,2673253,33738,2266,522,1241,28909,48,12,2,4,10,10,False
17533,test,71,2069182,13224,1599,494,773,22708,48,12,2,4,10,10,False
17542,test,35,1078658,2801,986,367,611,11257,48,12,2,4,10,10,False
17543,test,90,1127685,4483,1211,414,712,12540,48,12,2,4,10,10,False
17545,test,33,815980,3198,1075,459,700,8519,48,12,2,4,10,10,False
17547,test,44,1392609,3278,999,540,795,15658,48,12,2,4,10,10,False
